column,token,raw_count,merged_count,parquet_string_count,parquet_null_count,missing_column_rows,expected_merged_empty,lost_to_parquet,flag_token_loss
best_oa_location.source.host_organization_name,Na,0,0,0,504397,0,,0,False
best_oa_location.source.id,,469723,469723,0,469723,0,469723.0,469723,True
best_oa_location.source.id,NA,0,0,0,469723,0,,0,False
best_oa_location.source.id,N.A.,0,0,0,469723,0,,0,False
best_oa_location.source.id,N/A,0,0,0,469723,0,,0,False
best_oa_location.source.id,NULL,0,0,0,469723,0,,0,False
best_oa_location.source.id,NaN,0,0,0,469723,0,,0,False
best_oa_location.source.id,\N,0,0,0,469723,0,,0,False
best_oa_location.source.id,None,0,0,0,469723,0,,0,False
best_oa_location.source.id,null,0,0,0,469723,0,,0,False
best_oa_location.source.id,nan,0,0,0,469723,0,,0,False
best_oa_location.source.id,Na,0,0,0,469723,0,,0,False
best_oa_location.source.is_core,,469723,469723,0,469723,0,469723.0,469723,True
best_oa_location.source.is_core,NA,0,0,0,469723,0,,0,False
best_oa_location.source.is_core,N.A.,0,0,0,469723,0,,0,False
best_oa_location.source.is_core,N/A,0,0,0,469723,0,,0,False
best_oa_location.source.is_core,NULL,0,0,0,469723,0,,0,False
best_oa_location.source.is_core,NaN,0,0,0,469723,0,,0,False
best_oa_location.source.is_core,\N,0,0,0,469723,0,,0,False
best_oa_location.source.is_core,None,0,0,0,469723,0,,0,False
best_oa_location.source.is_core,null,0,0,0,469723,0,,0,False
best_oa_location.source.is_core,nan,0,0,0,469723,0,,0,False
best_oa_location.source.is_core,Na,0,0,0,469723,0,,0,False
best_oa_location.source.is_in_doaj,,469723,469723,0,469723,0,469723.0,469723,True
best_oa_location.source.is_in_doaj,NA,0,0,0,469723,0,,0,False
best_oa_location.source.is_in_doaj,N.A.,0,0,0,469723,0,,0,False
best_oa_location.source.is_in_doaj,N/A,0,0,0,469723,0,,0,False
best_oa_location.source.is_in_doaj,NULL,0,0,0,469723,0,,0,False
best_oa_location.source.is_in_doaj,NaN,0,0,0,469723,0,,0,False
best_oa_location.source.is_in_doaj,\N,0,0,0,469723,0,,0,False
best_oa_location.source.is_in_doaj,None,0,0,0,469723,0,,0,False
best_oa_location.source.is_in_doaj,null,0,0,0,469723,0,,0,False
best_oa_location.source.is_in_doaj,nan,0,0,0,469723,0,,0,False
best_oa_location.source.is_in_doaj,Na,0,0,0,469723,0,,0,False
best_oa_location.source.is_indexed_in_scopus,,469726,469726,0,469726,0,469726.0,469726,True
best_oa_location.source.is_indexed_in_scopus,NA,0,0,0,469726,0,,0,False
best_oa_location.source.is_indexed_in_scopus,N.A.,0,0,0,469726,0,,0,False
best_oa_location.source.is_indexed_in_scopus,N/A,0,0,0,469726,0,,0,False
best_oa_location.source.is_indexed_in_scopus,NULL,0,0,0,469726,0,,0,False
best_oa_location.source.is_indexed_in_scopus,NaN,0,0,0,469726,0,,0,False
best_oa_location.source.is_indexed_in_scopus,\N,0,0,0,469726,0,,0,False
best_oa_location.source.is_indexed_in_scopus,None,0,0,0,469726,0,,0,False
best_oa_location.source.is_indexed_in_scopus,null,0,0,0,469726,0,,0,False
best_oa_location.source.is_indexed_in_scopus,nan,0,0,0,469726,0,,0,False
best_oa_location.source.is_indexed_in_scopus,Na,0,0,0,469726,0,,0,False
best_oa_location.source.is_oa,,469723,469723,0,469723,0,469723.0,469723,True
best_oa_location.source.is_oa,NA,0,0,0,469723,0,,0,False
best_oa_location.source.is_oa,N.A.,0,0,0,469723,0,,0,False
best_oa_location.source.is_oa,N/A,0,0,0,469723,0,,0,False
